ROI,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57554,N57559,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709
1148,2.597427,1.427473,1.892302,2.491722,2.089679,2.648639,2.607086,2.497828,1.805277,1.666403,1.753336,2.749788,1.630044,1.661664,2.472586,2.230284,3.15821,1.739121,1.949255,2.228735,2.007939,2.286509,2.499559,2.544483,2.759629,1.197018,2.804736,2.164583,1.72044,3.651834,2.380732
1149,0.208494,0.2481334,0.2264456,0.2009306,0.2368339,0.1933673,0.2061248,0.1986525,0.1867151,0.2000194,0.1976501,0.2008395,0.2021153,0.2079473,0.2136881,0.2090408,0.2104988,0.1960099,0.2117745,0.2113189,0.2659028,0.2437594,0.1951898,0.1933673,0.2241675,0.2210693,0.201933,0.1956454,0.2111366,0.1893578,0.2236208
1150,0.02961563,0.02606175,0.026973,0.02423925,0.02979788,0.03152925,0.02852213,0.0273375,0.02779313,0.02779313,0.02524163,0.02642625,0.03052688,0.02824875,0.02943338,0.02797538,0.02888663,0.02569725,0.02751975,0.02906888,0.02925113,0.02833988,0.02897775,0.02961563,0.02934225,0.03198488,0.02761088,0.028431,0.02979788,0.02897775,0.02533275
1151,0.2854035,0.3583946,0.3597615,0.3293258,0.3406253,0.3123765,0.3174795,0.355752,0.3489176,0.3531094,0.3536561,0.2991634,0.3339731,0.347733,0.32805,0.3524715,0.3587591,0.3354311,0.349191,0.3578479,0.3811759,0.3890126,0.3400785,0.3224914,0.3620396,0.3766196,0.3154747,0.3429034,0.3656846,0.293058,0.317844
1152,0.6483544,0.4227289,0.6519994,0.6310406,0.6516349,0.6965595,0.6535485,0.6045232,0.6310406,0.6550977,0.624753,0.6621143,0.5928593,0.6379662,0.729729,0.6532751,0.6263021,0.5542223,0.6339567,0.7016625,0.4475149,0.5538577,0.6815239,0.6530929,0.5609655,0.321489,0.7052164,0.6756919,0.4361243,0.6307673,0.5927681
1153,0.4558073,0.5060171,0.4743056,0.507384,0.4870631,0.4610925,0.4726654,0.489888,0.4918928,0.4792264,0.4910726,0.4542581,0.4901614,0.500823,0.4841471,0.5070195,0.5182279,0.4830536,0.4893413,0.5514885,0.5548601,0.5342659,0.4858785,0.4945354,0.5207794,0.5371819,0.4879744,0.4954467,0.4808666,0.4778595,0.482598
1154,0.06989288,0.071442,0.07517812,0.06861713,0.0681615,0.08046338,0.0696195,0.07353788,0.06725025,0.07444913,0.07080413,0.0761805,0.06797925,0.07672725,0.078732,0.07244438,0.07053075,0.0776385,0.07891425,0.07271775,0.07308225,0.07426688,0.08374388,0.069255,0.08173913,0.08319712,0.0776385,0.075087,0.07636275,0.07408462,0.07745625
1155,0.08957588,0.1070719,0.09230963,0.1032446,0.099144,0.09941738,0.1037914,0.10206,0.09650138,0.09158063,0.0980505,0.08830013,0.08884688,0.08583976,0.09139838,0.1045204,0.09795938,0.08729775,0.1031535,0.1053405,0.1112636,0.1116281,0.1037914,0.09750375,0.09887063,0.1078009,0.09294751,0.102789,0.08538413,0.09723037,0.09832387
1156,0.1203761,0.1728641,0.1500829,0.13851,0.1324046,0.1354118,0.1445243,0.1478048,0.1349561,0.1512675,0.1448888,0.1232921,0.1347739,0.1287596,0.1357763,0.1429751,0.1368698,0.1409704,0.1240211,0.1514498,0.1617469,0.156735,0.1390568,0.1432485,0.1403325,0.1794251,0.1495361,0.1356851,0.1461645,0.1254791,0.140697
1157,0.4647375,0.4897969,0.4792264,0.481869,0.4676535,0.4729388,0.4825069,0.4598168,0.4661044,0.4577209,0.4770394,0.4389491,0.4679269,0.4524356,0.4747613,0.4924395,0.498636,0.4518889,0.4737589,0.4872454,0.500823,0.5100266,0.4634618,0.4879744,0.4945354,0.4829625,0.4540759,0.4959934,0.4761281,0.468747,0.4725743
1158,0.1138151,0.1032446,0.1068896,0.1057961,0.1117193,0.1018778,0.1088032,0.1105346,0.1067074,0.1088032,0.1108991,0.1001464,0.1131773,0.1169134,0.1066163,0.1145441,0.1101701,0.1090766,0.1098968,0.111537,0.1164578,0.1160021,0.1058873,0.1139974,0.1147264,0.107163,0.1025156,0.104976,0.10206,0.1123571,0.1066163
1159,0.02387475,0.02387475,0.02569725,0.0222345,0.02187,0.02387475,0.02314575,0.02287238,0.023328,0.02305463,0.0222345,0.02168775,0.02132325,0.02423925,0.0222345,0.02314575,0.0229635,0.02505938,0.02068537,0.020412,0.02269012,0.02278125,0.02314575,0.01849838,0.0193185,0.024786,0.02469487,0.02095875,0.02287238,0.018954,0.02214338
1160,0.2362871,0.2541476,0.258066,0.2446706,0.2538743,0.2509583,0.250776,0.2464931,0.2447618,0.260982,0.2447618,0.237654,0.2353759,0.2601619,0.2375629,0.2514139,0.2611642,0.2421191,0.25515,0.2572459,0.2564258,0.2666318,0.256608,0.2676341,0.2429393,0.2433038,0.2423925,0.2464931,0.2477689,0.2481334,0.2343735
1161,0.303264,0.1632049,0.3026261,0.3130144,0.255879,0.2866793,0.332424,0.2995279,0.3106451,0.2633513,0.2700945,0.3101895,0.2204314,0.3316039,0.2794804,0.2654471,0.2905976,0.2742863,0.3094605,0.3161126,0.2110455,0.2446706,0.376164,0.3080025,0.2898686,0.278478,0.3087315,0.309096,0.2694566,0.4306568,0.3045398
1162,0.9706635,1.044657,1.0473,1.007569,0.9858814,0.9689322,1.058873,1.008116,0.985608,0.9713014,1.004106,0.9522563,0.9986389,1.01732,1.019962,1.000826,1.070354,0.9573593,0.9881595,1.02625,1.053678,1.07728,1.020691,1.000006,1.023789,1.115735,0.9966341,0.9597285,0.9894353,0.9845145,0.989982
1163,0.5965954,0.6224749,0.6040676,0.5989646,0.6008782,0.5820154,0.6244797,0.6178275,0.6122689,0.59049,0.6129068,0.5823799,0.6088061,0.5683466,0.6278512,0.6317697,0.6265755,0.5847492,0.5965954,0.6446183,0.6650302,0.6747807,0.6068925,0.6255732,0.6267577,0.7008424,0.6133624,0.5786437,0.6054345,0.5975978,0.6122689
1164,0.07381126,0.095499,0.08656875,0.09085163,0.09030488,0.08028113,0.08720662,0.0747225,0.08866463,0.08665988,0.07280888,0.07818525,0.09413213,0.07791188,0.09303863,0.0820125,0.086751,0.08155688,0.07581601,0.084564,0.09467888,0.08994038,0.0827415,0.07809412,0.0856575,0.0907605,0.08301488,0.0725355,0.07982551,0.08146575,0.08611313
1165,0.04802288,0.05804663,0.04528913,0.04838737,0.04538025,0.05148563,0.04638262,0.05203238,0.05157675,0.04893413,0.05084775,0.04683825,0.04720275,0.04137075,0.05039212,0.04793175,0.05485725,0.05367263,0.0484785,0.054675,0.05813775,0.05330813,0.05093888,0.04893413,0.05312588,0.06333188,0.053946,0.0513945,0.056133,0.0492075,0.05221463
1166,0.843453,0.8951209,0.8929339,0.8423595,0.8253192,0.8553904,0.8645029,0.8528389,0.841266,0.7978905,0.7994397,0.8045427,0.8699704,0.8698792,0.8505608,0.8503785,0.911979,0.8542058,0.8355252,0.8768959,0.9142572,0.9182667,0.8000775,0.7801211,0.8912025,0.9273791,0.8595821,0.8561194,0.9029577,0.8971257,0.8801764
