ROI,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57554,N57559,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709
1131,0.4052541,0.3766006,0.4154879,0.4289038,0.3862494,0.4036145,0.4773428,0.4225013,0.4478432,0.4072375,0.4244467,0.3929543,0.3906842,0.403447,0.3861594,0.4155338,0.394276,0.3913654,0.418057,0.4294398,0.3999021,0.4163951,0.4481903,0.4577906,0.411604,0.3616014,0.4442573,0.4338119,0.383854,0.4338641,0.3887703
1132,0.5614412,0.5253922,0.5569718,0.4969576,0.5493385,0.5514756,0.5518641,0.5729417,0.568238,0.5229132,0.5496309,0.5369971,0.5344457,0.535903,0.4974689,0.5534316,0.5433772,0.518344,0.5476782,0.5342518,0.5255308,0.5721446,0.586097,0.5441658,0.5841877,0.4345498,0.5723195,0.5779423,0.5800719,0.5627151,0.5778526
1133,0.6539527,0.6503411,0.6526172,0.6657839,0.6606012,0.651379,0.6666546,0.6554416,0.669409,0.6711842,0.6620866,0.6673111,0.643786,0.6448258,0.637884,0.6499041,0.6580333,0.6436636,0.6387838,0.6405704,0.6806532,0.6441405,0.6456232,0.6440967,0.640774,0.5737013,0.6357763,0.6577488,0.6331479,0.660647,0.6605333
1134,0.455541,0.4514668,0.4636333,0.4371539,0.4426855,0.44025,0.4731278,0.459553,0.4553529,0.4699942,0.446756,0.4426802,0.4471435,0.4436812,0.4323657,0.487484,0.4252379,0.4531122,0.4549823,0.4368265,0.4688927,0.4973471,0.4578605,0.4418156,0.4744949,0.3771487,0.4909101,0.4480373,0.5373476,0.4855438,0.4550031
1135,0.619233,0.6108732,0.6234195,0.623758,0.6158993,0.6032484,0.65233,0.6453149,0.6363747,0.6461006,0.6402271,0.6310757,0.6140054,0.617306,0.6151986,0.6285865,0.6340582,0.6233842,0.6272049,0.6280724,0.6503636,0.6472135,0.6230968,0.6268222,0.6375407,0.6092185,0.6094704,0.6250945,0.6328151,0.6448198,0.6184475
1136,0.6470513,0.6619256,0.6630021,0.6577273,0.6776181,0.653303,0.7064747,0.6579188,0.6624115,0.6629336,0.6646955,0.6420756,0.6407158,0.6440068,0.6373261,0.6684533,0.6525349,0.644758,0.6209877,0.6488249,0.6588036,0.6404245,0.631725,0.6389194,0.6601544,0.5878658,0.6867442,0.6477585,0.6445636,0.6504145,0.6412615
1137,0.6462961,0.6334127,0.6411735,0.6368397,0.6575525,0.6178965,0.6366457,0.6550843,0.6392964,0.6659477,0.6391631,0.6565625,0.6226414,0.6327513,0.6214169,0.630579,0.6421347,0.6502381,0.6649849,0.6490285,0.6613093,0.6509167,0.6410978,0.6200094,0.6706331,0.6049142,0.6450089,0.6508301,0.6447895,0.6429747,0.6262054
1138,0.6347554,0.5953146,0.5988448,0.6055475,0.596271,0.615015,0.563561,0.5943269,0.5656713,0.5910386,0.5721489,0.6326445,0.6262222,0.6146638,0.5960945,0.6459866,0.6207309,0.5438651,0.610419,0.6202942,0.5223352,0.5989735,0.5971699,0.5896933,0.5945023,0.5440879,0.632444,0.6326982,0.5889729,0.6169022,0.6465865
1139,0.5656376,0.6198138,0.5572447,0.6616543,0.555788,0.6132606,0.6564242,0.5400573,0.6472667,0.6285639,0.5927792,0.5814614,0.6009637,0.5476969,0.5222873,0.571911,0.5225505,0.5569444,0.5197226,0.5298803,0.4845861,0.5058678,0.5827029,0.6288746,0.5848441,0.4095958,0.5943903,0.544041,0.5261385,0.58175,0.5871357
1140,0.4158081,0.3905334,0.4039024,0.4160351,0.4211511,0.3833102,0.4304661,0.4023357,0.3829025,0.4291192,0.4224794,0.3913477,0.3951802,0.3777647,0.4329575,0.3619719,0.4183452,0.4002757,0.3824594,0.3969193,0.3832195,0.402871,0.414765,0.407342,0.4094725,0.3615221,0.387462,0.3907674,0.4099652,0.4127071,0.4123946
1141,0.7062417,0.6260163,0.6273037,0.6265614,0.6624494,0.6124462,0.7135444,0.641593,0.6476775,0.709479,0.6805897,0.6429442,0.6593824,0.5965977,0.6498411,0.5971892,0.6750986,0.6748838,0.6255417,0.5995387,0.6202889,0.6584913,0.6793414,0.65548,0.6706406,0.5913107,0.648493,0.6170769,0.6408619,0.6831253,0.6812432
1142,0.4386033,0.432397,0.4330058,0.4566012,0.4517766,0.4230104,0.4478456,0.4346608,0.4306355,0.4485276,0.4420502,0.4532604,0.4212879,0.4263641,0.429143,0.402544,0.4276835,0.3913481,0.4218161,0.4139662,0.4272185,0.4169987,0.4140925,0.4280146,0.4163796,0.3806036,0.4153404,0.4389206,0.4133414,0.4535251,0.4210761
1143,0.5098414,0.4963857,0.513167,0.506582,0.5068083,0.5085407,0.5184491,0.5306411,0.5168506,0.511348,0.4981922,0.5028161,0.4962327,0.4974842,0.4983431,0.5230274,0.4968751,0.5049312,0.5162282,0.5079518,0.514338,0.5239833,0.5156701,0.5166507,0.5157367,0.4265488,0.5195753,0.5105323,0.5551571,0.5304051,0.5169652
1144,0.7184399,0.7328916,0.7524229,0.7460775,0.7453122,0.729717,0.7568807,0.7389565,0.7418637,0.7397001,0.7357408,0.7252018,0.7318333,0.7236249,0.7227426,0.7553113,0.7057499,0.7333758,0.7409076,0.7404039,0.729062,0.7495254,0.7391312,0.728079,0.7405047,0.6546434,0.7450784,0.7394461,0.7557734,0.7532843,0.7329289
1145,0.4242935,0.4348526,0.4536476,0.4422641,0.4499002,0.4209966,0.4906805,0.4524983,0.4367963,0.4505813,0.4524203,0.4289483,0.4239203,0.4379765,0.4405894,0.4570546,0.4414171,0.4015323,0.4287425,0.4184636,0.452689,0.4368066,0.4459318,0.4292191,0.4329905,0.401551,0.4379095,0.4538957,0.3833806,0.4363252,0.4130183
1146,0.6019312,0.6026701,0.5967698,0.5973184,0.6010298,0.5969776,0.6083151,0.612831,0.5924679,0.5953911,0.5870831,0.6149859,0.6052201,0.5820511,0.5929565,0.610373,0.6031973,0.6135334,0.6090497,0.608717,0.6096727,0.6237992,0.6100187,0.6244467,0.5970992,0.5933449,0.6257208,0.6207632,0.5913914,0.620113,0.6049495
1147,0.450037,0.4185382,0.4505844,0.4601305,0.4393505,0.4430952,0.4597375,0.4476218,0.4511733,0.4388838,0.4420447,0.4517358,0.4387549,0.4325578,0.4416528,0.4533728,0.4427217,0.442433,0.4518569,0.4426133,0.4291436,0.4493193,0.4423269,0.4478872,0.4398781,0.3886887,0.4477632,0.4531755,0.4317082,0.4548351,0.4446867
1148,0.1887401,0.2169896,0.1967296,0.2023756,0.1954385,0.2233687,0.2180539,0.1907653,0.2195436,0.2156241,0.2247707,0.1903277,0.235668,0.1987561,0.2250955,0.1986611,0.1686341,0.198199,0.1950046,0.1912149,0.1939506,0.186368,0.1955817,0.2056172,0.1944869,0.3285462,0.1959,0.1999148,0.2137056,0.1663658,0.1931007
1149,0.2189836,0.1878629,0.2138627,0.2123696,0.1961378,0.2207586,0.2432548,0.2567251,0.2547211,0.2205113,0.2300324,0.2086848,0.20421,0.2110336,0.1996966,0.2236969,0.2079813,0.2435624,0.2217245,0.2224712,0.2063892,0.2317374,0.244815,0.2610964,0.2061905,0.2144843,0.266113,0.2369567,0.228831,0.2508379,0.2261916
1150,0.5140169,0.5525652,0.5465884,0.5535854,0.5617235,0.4724933,0.5512565,0.5280892,0.495972,0.5161015,0.530754,0.5687855,0.5360822,0.5292203,0.5377653,0.5464584,0.4647719,0.5228753,0.5064728,0.5394102,0.5369534,0.5685616,0.532389,0.467497,0.5790251,0.471384,0.5572342,0.5472607,0.5391613,0.5391688,0.5041553
1151,0.2496281,0.2444639,0.2359624,0.2760133,0.2629495,0.2498742,0.3179667,0.2749,0.2861497,0.2288974,0.2368585,0.2336366,0.2427072,0.2352123,0.2284503,0.2383204,0.2588226,0.2444555,0.2553742,0.254478,0.2525703,0.2460113,0.2970773,0.2658436,0.2432364,0.1915395,0.2748457,0.2914682,0.223291,0.25571,0.2588153
1152,0.164609,0.1975646,0.1785082,0.1831459,0.1837875,0.1678194,0.2447231,0.1672713,0.1687109,0.1739273,0.1836808,0.1741279,0.1657584,0.1794947,0.1796354,0.1688431,0.1596473,0.1651763,0.1670039,0.1764951,0.1765709,0.1679424,0.1599069,0.1609715,0.1729802,0.2418375,0.1775483,0.1700083,0.1727681,0.1684146,0.1705598
1153,0.2687785,0.2468043,0.2637167,0.2587078,0.2485107,0.2562211,0.2787334,0.2858595,0.2670153,0.2616588,0.2558676,0.2496565,0.2505899,0.2465622,0.2549194,0.2872168,0.2481708,0.2549467,0.2787663,0.25479,0.2529235,0.2705253,0.2809663,0.2748189,0.2778824,0.1943688,0.286886,0.2718642,0.3059919,0.2953126,0.2633493
1154,0.2411544,0.22179,0.2231018,0.2390613,0.2354472,0.2653484,0.262541,0.2485418,0.2477885,0.2440191,0.2375639,0.259612,0.2496999,0.2229172,0.2413316,0.2819731,0.245683,0.2283383,0.2446637,0.2588212,0.214702,0.2180641,0.2657932,0.2606608,0.2213098,0.1877177,0.3153898,0.2345357,0.2058889,0.2517499,0.253832
1155,0.2688033,0.2591156,0.2825287,0.2713001,0.2807309,0.279802,0.3093056,0.273102,0.2865033,0.2762863,0.2639043,0.2749718,0.265916,0.2788733,0.2593562,0.2885959,0.2608606,0.2777273,0.2586489,0.2521093,0.2642586,0.2572758,0.2980448,0.2805086,0.2481701,0.2204458,0.2817362,0.2916835,0.2777207,0.2770449,0.2656566
1156,0.2316788,0.2239721,0.2317777,0.2418871,0.2344999,0.235417,0.2528468,0.2126141,0.2350434,0.2399111,0.2376715,0.2113472,0.2272373,0.2166776,0.2214356,0.2278788,0.2230622,0.2321037,0.2214408,0.225431,0.2224712,0.2140951,0.2400795,0.2309177,0.2150497,0.1943969,0.2301606,0.2388773,0.2175118,0.2230125,0.2390013
1157,0.2698928,0.2518801,0.2676731,0.2686736,0.2597497,0.2795914,0.2883197,0.2781863,0.2789245,0.2637085,0.2626669,0.2793091,0.2677761,0.2557628,0.2760923,0.2740934,0.2634266,0.2651737,0.2645565,0.277175,0.2529166,0.2861564,0.287395,0.2949922,0.2704763,0.2002845,0.2990086,0.2738041,0.3010981,0.2865811,0.2929342
1158,0.3843272,0.3822527,0.4122182,0.3966547,0.3932079,0.3876166,0.4296751,0.3948223,0.3986974,0.3901823,0.3903429,0.3890663,0.3925179,0.4008807,0.3747249,0.4177849,0.4063081,0.352009,0.386652,0.3760017,0.4016831,0.3833452,0.4019933,0.3907913,0.382155,0.3589541,0.3788655,0.4136564,0.3378952,0.3932221,0.3924453
1159,0.3014232,0.3116421,0.3137004,0.3282975,0.3079529,0.3164812,0.3166419,0.3357053,0.2604499,0.313009,0.290811,0.3428634,0.3043573,0.2919006,0.311716,0.3379188,0.3392698,0.2958487,0.3280865,0.3210588,0.3551848,0.3498346,0.317734,0.334618,0.3171183,0.2589444,0.3237228,0.3039304,0.3884832,0.3431829,0.2914718
1160,0.3725634,0.3441394,0.375735,0.3695164,0.3673469,0.368973,0.3727446,0.3800092,0.3768082,0.3712811,0.3685655,0.3728531,0.3595896,0.3519261,0.3630843,0.4011661,0.3625339,0.3677342,0.3728057,0.3554701,0.367266,0.3745516,0.3702982,0.3705524,0.3534569,0.2867763,0.3631053,0.3816465,0.4102634,0.3928295,0.3685405
1161,0.1883096,0.1832533,0.1782403,0.1770031,0.1821628,0.1819622,0.1788224,0.1858961,0.1651178,0.1668704,0.1673077,0.1744675,0.1930232,0.1797806,0.1850441,0.1892217,0.1722426,0.1677473,0.1778692,0.1777879,0.1794996,0.1846463,0.1673036,0.1870276,0.1766173,0.1669698,0.3017071,0.1812834,0.1748752,0.1604811,0.2053506
1162,0.2371732,0.2328676,0.2406993,0.2323358,0.2341925,0.2238585,0.2371143,0.2417344,0.2446923,0.2378581,0.2270117,0.2255785,0.2232041,0.2331935,0.2173792,0.2593504,0.2263461,0.2325598,0.2398331,0.245178,0.2231833,0.2463313,0.2452684,0.2388099,0.2357817,0.2208927,0.2637755,0.24196,0.2640166,0.2485473,0.261335
1163,0.3035365,0.3034008,0.3051274,0.3189142,0.3015108,0.3051676,0.3238952,0.3068106,0.3155459,0.3045684,0.3080114,0.3055812,0.3023659,0.3021132,0.2930461,0.3133945,0.3073502,0.2845471,0.3029459,0.2889236,0.3014864,0.291876,0.3104871,0.3044119,0.2844847,0.2356516,0.2974158,0.3325043,0.2844356,0.3187955,0.346619
1164,0.3816584,0.4105189,0.4141956,0.3987958,0.384952,0.3994959,0.4290549,0.4392006,0.4117236,0.3882576,0.39419,0.4068781,0.3899014,0.3775812,0.3973188,0.4164813,0.3668331,0.3729019,0.3958674,0.3723766,0.4019136,0.4026078,0.3894017,0.3914261,0.3776624,0.3511632,0.4253021,0.4359327,0.4212199,0.4269489,0.4299031
1165,0.2475832,0.2774362,0.2796561,0.2396339,0.2642453,0.2729101,0.3055565,0.2653314,0.2897459,0.266047,0.2641953,0.2600642,0.2638149,0.2737973,0.2845417,0.293365,0.2511138,0.2755476,0.2638301,0.2587819,0.2970376,0.2801228,0.2724589,0.2837201,0.2864071,0.2243928,0.287819,0.2753574,0.3169172,0.3123155,0.2853427
1166,0.2274785,0.1861325,0.2219215,0.2458808,0.233085,0.2278346,0.2474417,0.2239308,0.2535464,0.2343555,0.2357787,0.2200167,0.2097001,0.2147418,0.2122782,0.2359047,0.2222877,0.2113792,0.1985032,0.2053656,0.211913,0.2120604,0.2222925,0.2226666,0.1963868,0.1859768,0.2017344,0.2503039,0.1990272,0.2331842,0.2197824
